CBNJ,20100623,7.15,7.29,7.08,7.24,7.24,21392
CBNK,20100623,11.49,12.25,11.45,11.62,11.62,22640
CBOE,20100623,33,33.5,32,33.48,33.48,1029329
CBOU,20100623,9.77,10.06,9.7399,10,10,73647
CBPO,20100623,10.78,10.78,10.51,10.64,10.64,11621
CBRL,20100623,47.77,48.72,47.36,48.12,48.12,192555
CBRX,20100623,1.06,1.09,1.06,1.09,1.09,80896
CBSH,20100623,36.88,37.14,36.58,36.73,36.73,194498
CBST,20100623,20.8,21.29,20.68,21.14,21.14,601735
CCBD,20100623,1.3,1.3,1.25,1.25,1.25,3886
CCBG,20100623,13.19,13.51,13.16,13.43,13.43,16415
CCBP,20100623,18.26,19,18.26,18.9999,18.9999,2061
CCIX,20100623,6,6.13,6,6.01,6.01,24293
CCME,20100623,11.6,11.9,11.39,11.52,11.52,228600
CCMP,20100623,36.31,36.66,35.99,36.4,36.4,68276
CCNE,20100623,11.31,12.109,11.31,11.7,11.7,73114
CCOI,20100623,8.4,8.53,8.26,8.51,8.51,138464
CCPCN,20100623,13.5,13.5,13.345,13.345,13.345,2302
CCRN,20100623,8.5,8.85,8.36,8.58,8.58,55082
CCRT,20100623,4.03,4.05,3.85,3.87,3.87,28822
CCUR,20100623,5.22,5.4,5.15,5.4,5.4,9885
CDCS,20100623,7.9,8.005,7.84,7.87,7.87,34250
CDII,20100623,1.24,1.25,1.18,1.2,1.2,127492
CDNS,20100623,6.29,6.32,6.15,6.2,6.2,3770825
CDTI,20100623,1.28,1.41,1.1,1.33,1.33,12028
CDXS,20100623,10.3,10.43,9.95,9.98,9.98,41746
CDZI,20100623,11.29,12.08,11,12,12,27412
CECE,20100623,4.85,4.98,4.59,4.76,4.76,36683
CECO,20100623,25.91,26.89,25.88,26.39,26.39,2287677
CEDC,20100623,25.3,25.3,24.35,24.61,24.61,476635
CEDU,20100623,6.88,7.07,6.88,7.07,7.07,1700
CELG,20100623,54.5,55.53,54.02,55.38,55.38,3985277
CELH,20100623,1.61,1.61,1.541,1.56,1.56,13425
CELHW,20100623,0.8236,0.8236,0.6,0.65,0.65,2790
CELL,20100623,7.7,7.9,7.62,7.77,7.77,358547
CELM,20100623,6.02,6.021,5.93,5.97,5.97,72142
CENT,20100623,9.68,9.9,9.575,9.76,9.76,75317
CENTA,20100623,9.2,9.34,9.13,9.27,9.27,150561
CENX,20100623,10.48,10.52,10.05,10.4,10.4,2932377
CEPH,20100623,59.12,60.23,59.11,60.12,60.12,1494900
CERN,20100623,78,78.45,76.96,77.24,77.24,896314
CERP,20100623,3.36,3.44,3.36,3.44,3.44,25228
CERS,20100623,3.32,3.37,3.21,3.31,3.31,113685
CETV,20100623,22,22.31,21.51,21.72,21.72,634335
CEVA,20100623,11.72,12.1,11.715,11.97,11.97,40797
CFBK,20100623,1.5,1.5001,1.5,1.5001,1.5001,599
CFFC,20100623,4.3,4.3,4.3,4.3,4.3,0
CFFI,20100623,17.6,17.67,17.5,17.5,17.5,1300
CFFN,20100623,34,34.4,33.82,33.97,33.97,64561
CFK,20100623,6.33,6.37,6.3,6.34,6.34,15418
CFNB,20100623,12.12,12.3,12.02,12.13,12.13,10635
CFNL,20100623,9.18,9.24,8.89,8.91,8.91,85074
CFSG,20100623,10,10.41,9.6,9.61,9.61,170010
CGEN,20100623,3.85,3.89,3.75,3.89,3.89,67025
CGNX,20100623,19.44,19.89,19.19,19.33,19.33,112054
CGZST,20100623,1000,0,0,0,0,100
CHBT,20100623,13.89,14.06,13.5701,13.79,13.79,127897
CHCI,20100623,1.71,1.75,1.7,1.71,1.71,104202
CHCO,20100623,30.9,30.9,30,30.18,30.18,218103
CHDN,20100623,33.14,33.71,33.14,33.27,33.27,21723
CHDX,20100623,11.73,12.3,11.59,11.97,11.97,67164
CHEV,20100623,7.77,8.7,7.77,8.7,8.7,7920
CHFC,20100623,21.5,21.79,21.37,21.65,21.65,56219
CHINA,20100623,2.1,2.2,2.06,2.16,2.16,748897
CHIO,20100623,0.353,0.369,0.3343,0.3436,0.3436,291296
CHKE,20100623,17.37,17.62,17.33,17.33,17.33,30119
CHKP,20100623,31.26,31.38,30.77,30.98,30.98,2454000
CHLN,20100623,2.69,2.7,2.45,2.59,2.59,166494
CHMP,20100623,1.7,1.76,1.7,1.76,1.76,1538
CHNG,20100623,7.51,7.55,7.32,7.35,7.35,148661
CHNR,20100623,9.1651,9.69,9.165,9.69,9.69,2000
CHOP,20100623,5.99,5.99,5.71,5.76,5.76,41829
CHOPW,20100623,1.29,1.2901,1.26,1.26,1.26,14600
CHRM,20100623,7.87,8.05,7.805,8,8,40200
CHRS,20100623,3.85,3.94,3.76,3.83,3.83,997419
CHRW,20100623,57.58,57.96,57,57.46,57.46,791578
CHSCP,20100623,27.75,27.75,27.515,27.61,27.61,6118
CHSI,20100623,35.83,36.03,35.46,35.71,35.71,235883
CHTP,20100623,3.16,3.2,3.06,3.11,3.11,106932
CHUX,20100623,6.32,6.47,6.17,6.23,6.23,132804
CHYR,20100623,1.847,1.95,1.84,1.94,1.94,3403
CIDM,20100623,1.4,1.49,1.4,1.43,1.43,37184
CIEN,20100623,14.2,14.44,13.85,14.21,14.21,4384720
CIGX,20100623,1.82,1.82,1.68,1.75,1.75,993508
CIIC,20100623,1.09,1.151,1.09,1.15,1.15,14677
CIMT,20100623,1.4001,1.47,1.4,1.47,1.47,6573
CINF,20100623,27.63,27.74,27.15,27.32,27.32,1186715
CISG,20100623,27.68,27.82,27.29,27.57,27.57,259009
CITZ,20100623,5.06,5.06,4.9,4.92,4.92,25195
CIZN,20100623,18.02,18.02,17.46,17.59,17.59,14831
CJBK,20100623,7.08,7.1,7.08,7.08,7.08,14400
CJJD,20100623,3.95,3.9975,3.95,3.95,3.95,1575
CKEC,20100623,7.87,8.07,7.51,7.72,7.72,144710
CKSW,20100623,5.36,5.49,5.27,5.42,5.42,109732
CKXE,20100623,4.69,4.93,4.63,4.9,4.9,130484
CLBH,20100623,3.89,3.97,3.8801,3.97,3.97,705
CLCT,20100623,12.7087,12.99,12.7087,12.92,12.92,14361
CLDA,20100623,14.18,14.41,13.86,14.4,14.4,178275
CLDX,20100623,4.76,5.02,4.62,5,5,563144
CLFC,20100623,5.94,5.94,5.74,5.87,5.87,175310
CLFD,20100623,2.46,2.52,2.43,2.47,2.47,15305
CLMS,20100623,9.66,9.85,9.48,9.72,9.72,76454
CLMT,20100623,18,18,17.82,17.98,17.98,73092
CLNE,20100623,16.33,16.34,15.7,16.17,16.17,1229658
CLRO,20100623,3.02,3.02,3.0199,3.02,3.02,3081
CLRT,20100623,3.15,3.2,3.08,3.19,3.19,135335
CLSN,20100623,3.43,3.47,3.3001,3.45,3.45,9233
CLUB,20100623,2.61,2.7,2.41,2.43,2.43,99464
CLWR,20100623,7.41,7.87,7.27,7.81,7.81,4070385
CLWT,20100623,1.55,1.62,1.55,1.61,1.61,1100
CMCO,20100623,15.48,15.55,15.27,15.35,15.35,47793
CMCSA,20100623,18.23,18.47,18.09,18.18,18.18,16920649
CMCSK,20100623,17.23,17.49,17.112,17.18,17.18,4451128
CME,20100623,304.04,307.89,299.4,300.57,300.57,490997
CMED,20100623,10.94,11.12,10.5,11.01,11.01,206620
CMLS,20100623,3.84,3.85,3.65,3.8,3.8,624278
CMRG,20100623,3.45,3.52,3.37,3.49,3.49,241116
CMRO,20100623,2.41,2.6,2.405,2.55,2.55,2127
CMSB,20100623,9.67,9.67,9.66,9.66,9.66,1100
CMTL,20100623,30.57,30.7,30.23,30.43,30.43,162773
CNAF,20100623,16.75,16.75,16.75,16.75,16.75,0
CNBC,20100623,7.53,7.66,7.53,7.62,7.62,16555
CNBKA,20100623,22.11,22.24,21.85,22.24,22.24,20844
CNIC,20100623,2.56,2.65,2.51,2.64,2.64,5529
CNLG,20100623,1.2,1.3,1.15,1.19,1.19,48762
CNMD,20100623,19.31,19.37,18.9,19.22,19.22,57096
CNQR,20100623,44.2,44.9,43.97,44.6,44.6,375620
CNSL,20100623,17.58,17.65,17.24,17.27,17.27,176438
CNST,20100623,12.05,12.05,12.05,12.05,12.05,0
CNTF,20100623,2.85,2.93,2.76,2.77,2.77,130435
CNTY,20100623,2.17,2.19,2.14,2.14,2.14,7119
CNVO,20100623,8.88,9.19,8.7,8.94,8.94,70786
CNXT,20100623,2.3,2.36,2.27,2.35,2.35,1582835
CNYD,20100623,14.61,14.61,14.12,14.17,14.17,14802
COBK,20100623,10,10,10,10,10,0
COBR,20100623,2.16,2.27,2.16,2.27,2.27,16459
COBZ,20100623,6.69,6.88,6.66,6.72,6.72,156819
COCO,20100623,10.64,10.68,10.27,10.44,10.44,2600933
CODI,20100623,14.04,14.33,13.93,14.15,14.15,153424
COGO,20100623,6.52,6.7,6.49,6.53,6.53,225638
COGT,20100623,9.7,9.78,9.42,9.49,9.49,2452126
COHR,20100623,35.07,35.75,34.605,35.39,35.39,122165
COHU,20100623,13.13,13.65,13.13,13.52,13.52,75841
COIN,20100623,0.82,0.82,0.78,0.78,0.78,532194
COINW,20100623,0.2,0.2,0.2,0.2,0.2,3390
COINZ,20100623,0.14,0.14,0.14,0.14,0.14,720
COKE,20100623,49.9,49.9,49.0607,49.4016,49.4016,15794
COLB,20100623,20.11,20.23,19.71,19.8,19.8,196259
COLM,20100623,49.43,50.25,48.71,50.14,50.14,216838
COMV,20100623,9.36,9.61,9.19,9.46,9.46,67890
CONN,20100623,6.9,7.11,6.85,7.02,7.02,59498
COOL,20100623,0.78,0.78,0.7527,0.755,0.755,55999
CORE,20100623,27.54,27.82,27.296,27.71,27.71,96224
CORT,20100623,3.43,3.5,3.36,3.47,3.47,52685
COSI,20100623,0.84,0.8586,0.78,0.79,0.79,99581
COST,20100623,57.59,57.68,57.015,57.44,57.44,2541173
COWN,20100623,4.36,4.41,4.3,4.36,4.36,84683
CPBC,20100623,4.01,4.06,4.01,4.05,4.05,3975
CPBK,20100623,3.27,3.3,3.24,3.3,3.3,4200
CPBY,20100623,5.53,5.75,5.53,5.56,5.56,591462
CPEX,20100623,27.73,28,27.51,27.51,27.51,400
CPHC,20100623,8.42,8.582,7.6,8.43,8.43,4374
CPHD,20100623,17.47,17.68,16.78,17.56,17.56,321542
CPII,20100623,15.71,15.81,15.63,15.69,15.69,31073
CPIX,20100623,6.73,6.86,6.48,6.58,6.58,93589
CPKI,20100623,16.43,16.43,16,16.06,16.06,336622
CPLA,20100623,82.31,83.145,81.19,81.79,81.79,90200
CPLP,20100623,8.15,8.15,8.06,8.09,8.09,66435
CPNO,20100623,25.34,25.34,25.01,25.18,25.18,267764
CPRT,20100623,36.15,36.6,35.91,36.39,36.39,197410
CPRX,20100623,0.95,0.9696,0.912,0.9376,0.9376,35564
CPSI,20100623,38.07,38.14,37.25,37.47,37.47,78493
CPSL,20100623,1.54,1.57,1.52,1.56,1.56,119989
CPSS,20100623,1.29,1.3,1.25,1.26,1.26,5324
CPST,20100623,1.03,1.04,1.01,1.03,1.03,2381292
CPTS,20100623,16.48,16.67,16.35,16.53,16.53,127950
CPWM,20100623,4.38,4.42,4.27,4.31,4.31,62611
CPWR,20100623,8.41,8.57,8.32,8.43,8.43,2447207
CRA,20100623,6.84,7.01,6.78,6.82,6.82,443870
CRAI,20100623,20.47,20.89,20.02,20.77,20.77,61540
CRAY,20100623,6.14,6.14,5.81,6.01,6.01,716851
CRBC,20100623,0.879,0.92,0.87,0.9172,0.9172,2900125
CRDC,20100623,1.71,1.7399,1.66,1.67,1.67,18263
CRDN,20100623,21.19,21.49,20.82,21.4,21.4,110242
CRED,20100623,8.02,8.27,7.61,7.68,7.68,29639
CREE,20100623,66.57,67.82,65.021,66.56,66.56,2105636
CREG,20100623,3.26,3.26,3.1,3.1,3.1,8400
CRESW,20100623,0.17,0.17,0.15,0.165,0.165,5600
CRESY,20100623,12.21,12.84,11.99,12.83,12.83,246973
CRFN,20100623,3.05,3.08,2.95,2.95,2.95,500
CRIC,20100623,8.59,8.88,8.59,8.83,8.83,170612
CRIS,20100623,1.57,1.61,1.51,1.57,1.57,1000217
CRME,20100623,7.96,8.3,7.9,8.23,8.23,112917
CRMT,20100623,24.22,24.45,23.85,24.4,24.4,39310
CRNT,20100623,8.09,8.1,7.77,7.94,7.94,244387
CROX,20100623,11.34,11.49,10.59,11.34,11.34,3119305
CRRC,20100623,13.46,13.66,13.32,13.4399,13.4399,25027
CRTP,20100623,3.35,3.58,3.35,3.51,3.51,22321
CRTX,20100623,6.05,6.15,6.05,6.14,6.14,25844
CRUS,20100623,17.7,17.7,16.62,17.14,17.14,8473269
CRVL,20100623,35.28,35.82,34.84,35.62,35.62,16665
CRWN,20100623,1.74,1.84,1.74,1.75,1.75,16948
CRWS,20100623,4.2399,4.25,4.22,4.23,4.23,4800
CRXL,20100623,19.16,19.35,19.03,19.19,19.19,64860
CRXX,20100623,1.45,1.4902,1.41,1.47,1.47,726126
CRYP,20100623,2.17,2.17,1.99,2.04,2.04,174575
CRZO,20100623,17.4,17.6,16.79,17.16,17.16,566285
CSBC,20100623,5.75,5.85,5.6,5.84,5.84,8741
CSBK,20100623,8.84,9.1,8.84,9.02,9.02,12713
CSCD,20100623,4.82,4.82,4.58,4.75,4.75,2500
CSCO,20100623,23.11,23.14,22.64,22.86,22.86,54088268
CSCX,20100623,1.2,1.31,1.2,1.21,1.21,83285
CSFL,20100623,10.7,10.89,10.58,10.62,10.62,59588
CSGP,20100623,40.33,40.64,39.85,40.24,40.24,46926
CSGS,20100623,19.49,19.74,19.2,19.21,19.21,177900
CSHB,20100623,1.33,1.33,1.33,1.33,1.33,100
CSII,20100623,4.73,5.03,4.73,4.97,4.97,32267
CSIQ,20100623,11.35,11.39,10.63,11.1,11.1,1211391
CSKI,20100623,11.72,11.8499,11.29,11.38,11.38,135544
CSNT,20100623,1.1,1.3,1.1,1.13,1.13,22380
CSPI,20100623,4.22,4.22,4.2,4.22,4.22,1105
CSTR,20100623,47.07,47.95,46.02,47.08,47.08,1180509
CSUN,20100623,3.91,3.98,3.71,3.84,3.84,303267
CSWC,20100623,86.41,86.41,84.69,84.79,84.79,5795
CTAS,20100623,25.29,25.51,25.06,25.23,25.23,971396
CTBC,20100623,6,6,6,6,6,0
CTBI,20100623,25.25,25.45,25.15,25.25,25.25,27347
CTCH,20100623,3.2601,3.3,3.26,3.27,3.27,7449
CTCM,20100623,15.74,16.06,15.6,15.79,15.79,1296770
CTCT,20100623,22.39,22.73,22.035,22.35,22.35,309952
CTDC,20100623,2.71,2.76,2.68,2.68,2.68,3100
CTEL,20100623,12.77,12.86,12.11,12.41,12.41,94941
CTFO,20100623,6.17,6.3,5.91,5.92,5.92,115097
CTGX,20100623,7.36,7.56,7.28,7.51,7.51,25467
CTHR,20100623,2.9,2.9499,2.85,2.88,2.88,15744
CTIB,20100623,6.97,7.31,6.97,7.16,7.16,10298
CTIC,20100623,0.4501,0.458,0.4255,0.4343,0.4343,4613437
CTRN,20100623,33.52,33.7769,32.6,33.06,33.06,206065
CTRP,20100623,44.97,45.1,42.86,44.81,44.81,1915204
CTSH,20100623,52.53,52.78,51.77,52.2,52.2,2753695
CTWS,20100623,20.9,21.29,20.82,20.93,20.93,6610
CTXS,20100623,45.61,46.07,44.96,45.52,45.52,2146140
CU,20100623,25.93,26.23,25.84,26.2199,26.2199,1871
CUBA,20100623,6.11,6.136,6.05,6.1,6.1,26402
CUTR,20100623,9.44,9.63,9.42,9.5,9.5,19925
CVBF,20100623,10,10.04,9.71,9.79,9.79,678932
CVBK,20100623,1.61,1.7899,1.61,1.65,1.65,4106
CVCO,20100623,36.83,36.85,36.17,36.46,36.46,23568
CVCY,20100623,6.395,6.395,6.1,6.2,6.2,1470
CVGI,20100623,11.3,11.6,10.9,11.47,11.47,195516
CVGW,20100623,18.93,19.25,18.75,19.05,19.05,26162
CVLT,20100623,23.23,23.44,22.28,22.43,22.43,382525
CVLY,20100623,7.33,7.355,7.2,7.2,7.2,800
CVTI,20100623,7.38,7.38,7.15,7.3,7.3,40999
CVV,20100623,3.4,3.43,3.4,3.43,3.43,400
CVVT,20100623,9.16,9.32,8.95,9.26,9.26,139659
CWBC,20100623,2.65,2.65,2.65,2.65,2.65,400
CWBS,20100623,2.8,2.8,2.7,2.7,2.7,5214
CWCO,20100623,11.72,12.09,11.64,11.92,11.92,43942
CWEI,20100623,49.08,49.88,48.26,49.1,49.1,38730
CWLZ,20100623,3.78,3.82,3.25,3.57,3.57,186818
CWS,20100623,4.15,4.32,4.13,4.25,4.25,4194
CWST,20100623,3.95,4.15,3.91,4.05,4.05,97071
CWTR,20100623,3.75,3.83,3.59,3.7,3.7,1178518
CXDC,20100623,6.89,6.9999,6.89,6.9701,6.9701,20434
CXPO,20100623,2.59,2.71,2.56,2.61,2.61,275024
CY,20100623,11.3,11.48,11.15,11.27,11.27,2433639
CYAN,20100623,2.35,2.35,2.09,2.1,2.1,1300
CYBE,20100623,9.89,9.89,9.32,9.79,9.79,4299
CYBI,20100623,1.4753,1.54,1.42,1.431,1.431,15503
CYBS,20100623,25.55,25.6,25.54,25.55,25.55,2290227
CYBX,20100623,25.03,25.24,24.65,24.91,24.91,144595
CYCC,20100623,1.62,1.65,1.53,1.59,1.59,497908
CYCCP,20100623,3.72,3.72,3.7,3.7,3.7,300
CYDE,20100623,4.02,4.21,3.97,4.01,4.01,40120
CYMI,20100623,32.04,32.64,31.58,32.07,32.07,144003
CYNO,20100623,11.25,11.3,11.07,11.23,11.23,19790
CYOU,20100623,28.6,28.87,27.43,27.64,27.64,105245
CYPB,20100623,2.51,2.51,2.42,2.43,2.43,2777286
CYTK,20100623,2.62,2.69,2.59,2.59,2.59,144185
CYTR,20100623,0.84,0.86,0.8116,0.82,0.82,327575
CYTX,20100623,3.73,3.86,3.55,3.73,3.73,631673
CYTXW,20100623,2.35,2.4,2.3,2.35,2.35,209932
CZFC,20100623,6.2501,6.26,6.2501,6.26,6.26,497
CZNC,20100623,11.67,12.35,11.53,12.35,12.35,19695
CZWI,20100623,4.61,4.61,4.01,4.34,4.34,7213
